0,8
0,9
0,20
0,27
0,34
0,37
0,39
0,40
0,46
0,55
1,3
1,8
1,32
1,50
1,60
1,63
1,67
1,74
1,82
1,95
1,96
1,99
2,38
2,42
2,44
2,45
2,53
2,57
2,69
2,72
2,80
2,88
2,89
2,97
3,32
3,49
3,50
3,59
3,67
3,74
3,82
3,95
3,96
4,7
4,9
4,20
4,21
4,22
4,24
4,27
4,33
4,34
4,39
4,48
4,61
4,71
4,73
4,77
4,78
4,94
5,13
5,29
5,30
5,35
5,58
5,79
5,84
5,92
6,7
6,11
6,12
6,19
6,22
6,26
6,33
6,54
6,61
6,70
6,71
6,73
6,75
6,77
6,78
7,12
7,21
7,24
7,33
7,36
7,61
7,71
7,73
7,77
7,86
7,90
7,94
8,20
8,32
8,34
8,37
8,40
8,60
8,63
8,67
8,82
8,96
8,99
9,21
9,24
9,27
9,39
9,48
9,77
9,94
10,16
10,25
10,31
10,47
10,62
10,65
10,66
10,85
10,87
10,91
10,98
11,12
11,19
11,23
11,26
11,35
11,54
11,73
11,75
11,79
11,80
11,86
11,89
12,18
12,33
12,36
12,75
12,76
12,81
12,86
13,14
13,29
13,30
13,35
13,42
13,52
13,53
13,57
13,79
13,88
13,89
14,29
14,30
14,44
14,52
14,53
14,57
14,72
14,88
15,17
15,38
15,41
15,45
16,31
16,85
16,87
16,91
17,38
17,41
17,45
17,64
18,36
18,76
18,90
19,22
19,25
19,26
19,34
19,43
19,47
19,62
19,65
19,70
19,71
19,73
19,78
20,22
20,27
20,34
20,37
20,39
20,40
20,60
20,61
20,63
20,70
20,71
20,77
20,78
21,24
21,27
21,33
21,39
21,48
21,61
21,71
21,77
21,90
21,94
22,26
22,27
22,34
22,61
22,70
22,71
22,73
22,77
22,78
23,35
23,42
23,54
23,69
23,75
23,79
23,80
23,89
24,33
24,36
24,48
24,61
24,71
24,77
24,90
24,94
25,43
25,47
25,50
25,62
25,65
25,66
25,69
25,98
26,43
26,54
26,61
26,70
26,71
26,73
26,77
26,78
27,34
27,39
27,48
27,61
27,71
27,77
27,78
27,94
28,56
28,58
28,68
28,83
28,84
28,92
28,93
29,30
29,42
29,52
29,53
29,57
29,88
30,35
30,42
30,52
30,53
30,57
30,79
30,84
30,88
30,89
31,47
31,51
31,85
31,87
31,91
31,98
32,50
32,60
32,67
32,74
32,82
32,95
32,96
33,36
33,61
33,71
33,76
33,77
33,86
33,90
33,94
34,60
34,61
34,70
34,71
34,73
34,77
34,78
35,42
35,54
35,58
35,75
35,79
35,81
35,84
35,86
35,89
36,76
36,81
36,86
36,90
37,40
37,55
37,60
37,63
37,82
37,96
37,99
38,41
38,44
38,45
38,72
38,97
39,46
39,48
39,55
39,77
39,94
40,55
40,60
40,63
40,99
41,45
42,53
42,54
42,57
42,69
42,75
42,79
42,80
42,88
42,89
43,47
43,62
43,65
43,66
43,69
43,70
43,73
44,45
44,53
44,57
44,72
44,88
44,97
45,72
45,91
45,97
46,55
47,50
47,62
47,65
47,66
47,98
48,77
48,94
49,50
49,51
49,59
49,74
49,95
49,98
50,65
50,67
50,74
50,82
50,95
51,59
52,53
52,57
52,88
53,57
53,72
53,88
53,89
54,69
54,75
54,79
54,80
54,86
54,89
56,58
56,68
56,83
56,84
56,92
56,93
57,72
57,80
57,88
57,89
58,68
58,81
58,84
58,92
58,93
59,95
60,63
60,67
60,74
60,82
60,96
60,99
61,70
61,71
61,73
61,77
61,78
61,94
62,65
62,66
62,69
62,98
63,67
63,82
63,96
63,99
65,66
65,69
65,98
66,69
66,80
66,98
67,74
67,82
67,95
67,96
67,99
68,83
68,84
68,92
68,93
69,80
69,89
69,97
70,71
70,73
70,77
70,78
71,73
71,77
71,78
71,94
72,88
72,97
73,77
73,78
74,82
74,95
74,96
75,79
75,80
75,81
75,86
75,89
76,90
77,78
77,94
79,80
79,81
79,86
79,89
80,89
80,97
81,84
81,86
82,96
82,99
83,93
84,92
85,87
85,91
85,98
87,91
88,89
88,97
90,94
91,97
92,93
96,99
