0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,14
0,15
0,17
0,18
0,25
0,26
0,27
0,30
0,33
0,34
0,39
0,42
0,47
0,52
0,56
0,59
0,60
0,70
0,71
0,72
0,80
0,82
0,83
0,84
0,87
0,88
0,89
0,94
0,96
1,10
1,13
1,14
1,19
1,34
1,54
2,8
2,9
2,11
2,12
2,20
2,23
2,25
2,27
2,29
2,40
2,47
2,52
2,56
2,75
2,78
2,91
3,8
3,10
3,11
3,12
3,13
3,17
3,19
3,22
3,25
3,26
3,30
3,32
3,37
3,48
3,52
3,56
3,80
3,81
3,87
4,8
4,9
4,10
4,13
4,14
4,15
4,19
4,22
4,23
4,26
4,29
4,35
4,37
4,44
4,49
4,59
4,66
4,67
4,73
4,88
4,95
5,8
5,9
5,12
5,14
5,15
5,16
5,18
5,24
5,28
5,37
5,38
5,49
5,51
5,55
5,57
5,69
5,84
5,85
5,96
6,8
6,9
6,11
6,12
6,15
6,32
6,38
6,45
6,55
6,57
6,72
6,77
6,85
7,8
7,9
7,10
7,12
7,13
7,15
7,16
7,17
7,19
7,20
7,23
7,25
7,28
7,36
7,39
7,43
7,44
7,47
7,48
7,50
7,51
7,55
7,56
7,58
7,61
7,65
7,72
7,74
7,76
7,81
7,85
7,88
7,92
7,93
7,94
8,9
8,10
8,11
8,14
8,15
8,18
8,20
8,21
8,22
8,24
8,27
8,28
8,29
8,31
8,32
8,34
8,36
8,43
8,44
8,58
8,61
8,63
8,66
8,70
8,81
8,82
9,10
9,11
9,12
9,17
9,18
9,24
9,31
9,34
9,35
9,38
9,45
9,49
9,67
9,68
9,69
9,77
9,99
10,11
10,13
10,15
10,16
10,18
10,19
10,21
10,22
10,24
10,26
10,31
10,52
10,54
10,68
10,88
10,97
11,13
11,14
11,17
11,21
11,23
11,27
11,30
11,37
11,42
11,54
11,57
11,64
11,67
11,77
11,83
11,85
11,89
11,93
11,94
12,13
12,14
12,16
12,18
12,22
12,23
12,24
12,31
12,37
12,40
12,43
12,52
12,65
12,66
12,67
12,74
12,75
12,76
12,77
12,87
12,93
12,95
12,96
12,99
13,16
13,20
13,22
13,25
13,32
13,38
13,45
13,52
13,53
13,59
13,68
13,70
13,71
13,73
13,74
13,83
13,95
14,16
14,17
14,18
14,19
14,25
14,32
14,39
14,42
14,43
14,44
14,56
14,60
14,62
14,69
14,70
14,85
15,16
15,17
15,21
15,26
15,29
15,30
15,31
15,33
15,37
15,38
15,40
15,41
15,50
15,53
15,59
15,60
15,61
15,64
15,67
15,68
15,71
15,72
15,76
15,77
15,81
15,86
15,92
15,93
15,98
15,99
16,22
16,23
16,28
16,29
16,33
16,34
16,37
16,41
16,42
16,57
16,60
16,62
16,63
17,20
17,27
17,34
17,40
17,50
17,54
17,55
17,57
17,61
17,71
17,85
17,95
17,99
18,19
18,20
18,21
18,24
18,25
18,28
18,29
18,30
18,32
18,33
18,34
18,36
18,38
18,39
18,41
18,47
18,53
18,56
18,57
18,62
18,68
18,72
18,79
18,83
18,89
18,91
18,93
19,20
19,21
19,24
19,31
19,33
19,40
19,42
19,60
19,82
19,84
19,96
20,21
20,23
20,26
20,41
20,43
20,51
20,62
20,67
20,75
20,87
20,89
21,36
21,88
21,98
22,28
22,45
22,50
22,58
22,66
22,83
23,26
23,27
23,36
23,39
23,41
23,42
23,47
23,48
23,49
24,35
24,49
24,53
24,57
24,62
24,69
24,74
24,86
24,88
24,97
25,28
25,29
25,30
25,38
25,41
25,44
25,55
25,64
25,73
25,74
25,79
25,84
25,90
26,27
26,30
26,32
26,40
26,46
26,47
26,66
26,74
26,80
26,89
27,33
27,35
27,43
27,46
27,51
27,59
27,68
27,71
27,75
27,94
28,46
28,47
28,64
28,85
29,31
29,33
29,35
29,40
29,46
29,49
29,53
29,54
29,60
29,75
29,80
29,94
30,44
30,45
30,48
30,56
30,63
30,64
30,65
30,73
30,87
31,35
31,45
31,50
31,69
31,73
31,76
31,81
31,82
31,92
32,36
32,39
32,46
32,59
32,62
32,63
32,87
32,90
32,93
33,45
33,48
33,67
33,71
33,90
34,35
34,48
34,86
34,94
35,36
35,39
35,44
35,50
35,51
35,58
35,61
35,64
35,86
35,87
35,97
36,97
37,49
37,81
38,61
38,77
38,79
38,80
38,91
38,94
38,95
39,43
39,64
39,72
40,41
40,42
40,48
40,52
40,54
40,65
40,69
40,82
40,84
40,99
41,53
41,75
41,80
41,82
41,91
42,46
42,51
42,59
42,66
42,78
43,50
43,55
43,61
43,78
44,78
45,46
45,65
45,79
45,97
45,99
46,51
46,58
46,63
46,68
46,76
47,76
47,92
47,95
48,90
50,78
51,53
51,54
51,55
51,98
52,60
54,78
55,58
55,63
55,76
55,90
55,92
56,62
56,65
57,58
57,63
57,66
57,73
58,79
58,84
58,89
59,69
59,70
60,72
60,86
60,92
61,73
61,74
61,78
61,79
61,81
61,93
61,97
63,70
63,83
64,65
64,75
64,86
65,77
65,90
65,92
66,86
66,95
67,70
69,91
69,99
70,71
70,83
71,90
71,96
72,80
72,89
74,88
74,98
75,91
75,96
76,98
77,79
80,82
81,84
82,96
84,91
84,97
85,98
95,98
