0,1
0,99
0,2
0,98
1,3
1,99
1,45
2,3
2,4
3,4
3,5
3,24
4,5
4,88
4,79
5,6
5,7
6,7
6,8
7,8
7,60
8,9
8,10
8,85
9,11
9,47
9,15
10,12
10,29
11,13
11,23
12,14
12,61
12,18
13,14
13,15
14,15
14,16
14,79
15,16
16,18
16,72
17,18
17,19
17,91
18,20
19,20
19,21
20,21
20,22
21,23
21,77
22,23
22,24
22,52
22,73
23,24
23,25
24,25
25,26
25,27
26,69
26,37
26,42
27,28
27,29
28,29
28,30
28,58
29,30
29,31
30,31
30,32
30,93
31,32
31,33
31,41
31,66
32,33
32,89
33,34
33,35
34,35
34,91
35,36
35,37
36,37
36,58
36,47
37,39
38,39
38,40
39,40
39,41
40,41
40,42
41,43
42,44
42,91
42,69
43,44
43,45
44,45
44,70
44,50
45,46
45,47
46,48
46,52
47,48
48,49
48,50
49,51
49,80
50,51
50,92
51,52
51,53
52,54
53,54
53,55
54,55
54,56
55,56
55,57
55,97
56,58
56,76
57,59
57,73
58,60
59,60
59,61
59,90
60,61
60,62
61,62
61,63
62,63
62,64
63,64
63,65
64,65
64,88
64,67
65,66
65,67
66,97
67,68
68,69
68,70
69,70
70,71
70,91
70,81
71,72
71,73
72,73
72,74
72,95
73,75
74,76
74,92
75,76
75,77
76,78
76,85
77,78
77,79
77,88
78,79
78,80
78,84
79,96
80,81
80,82
81,82
82,83
82,84
83,84
83,85
84,86
85,87
86,87
86,88
87,88
87,89
89,90
89,91
90,99
91,93
92,93
93,94
94,95
94,96
95,96
96,97
96,98
97,99
98,99
